133.4315361023/38.15780083827,133.435080719/38.15780083827,133.4386253357/38.15780083827,133.4421699524/38.15780083827,133.4457145691/38.15780083827,133.4492591858/38.15780083827,133.4528038025/38.15780083827,133.4563484192/38.15780083827,133.4598930359/38.15780083827,133.4634376526/38.15780083827,133.4669822693/38.15780083827,133.470526886/38.15780083827,133.4740715027/38.15780083827,133.4776161194/38.15780083827,133.4811607361/38.15780083827,133.4847053528/38.15780083827,133.4882499695/38.15780083827,133.4917945862/38.15780083827,133.4953392029/38.15780083827,133.4988838196/38.15780083827,133.5024284363/38.15780083827,133.505973053/38.15780083827,133.5095176697/38.15780083827,133.5130622864/38.15780083827,133.5166069031/38.15780083827,133.5201515198/38.15780083827,133.5236961365/38.15780083827,133.5272407532/38.15780083827,133.5307853699/38.15780083827,133.5343299866/38.15780083827,133.5378746033/38.15780083827,133.54141922/38.15780083827,133.5449638367/38.15780083827,133.5485084534/38.15780083827,133.5520530701/38.15780083827,133.5555976868/38.15780083827,133.5591423035/38.15780083827,133.5626869202/38.15780083827,133.5662315369/38.15780083827,133.5697761536/38.15780083827,133.5733207703/38.15780083827,133.576865387/38.15780083827,133.5804100037/38.15780083827,133.5839546204/38.15780083827,133.5874992371/38.15780083827,133.5910438538/38.15780083827,133.5945884705/38.15780083827,133.5981330872/38.15780083827,133.6016777039/38.15780083827,133.6052223206/38.15780083827,133.6087669373/38.15780083827,133.612311554/38.15780083827,133.6158561707/38.15780083827,133.6194007874/38.15780083827,133.6229454041/38.15780083827,133.6264900208/38.15780083827,133.6300346375/38.15780083827,133.6335792542/38.15780083827,133.6371238708/38.15780083827,133.6406684875/38.15780083827
133.4315361023/38.25768616668,133.435080719/38.25768616668,133.4386253357/38.25768616668,133.4421699524/38.25768616668,133.4457145691/38.25768616668,133.4492591858/38.25768616668,133.4528038025/38.25768616668,133.4563484192/38.25768616668,133.4598930359/38.25768616668,133.4634376526/38.25768616668,133.4669822693/38.25768616668,133.470526886/38.25768616668,133.4740715027/38.25768616668,133.4776161194/38.25768616668,133.4811607361/38.25768616668,133.4847053528/38.25768616668,133.4882499695/38.25768616668,133.4917945862/38.25768616668,133.4953392029/38.25768616668,133.4988838196/38.25768616668,133.5024284363/38.25768616668,133.505973053/38.25768616668,133.5095176697/38.25768616668,133.5130622864/38.25768616668,133.5166069031/38.25768616668,133.5201515198/38.25768616668,133.5236961365/38.25768616668,133.5272407532/38.25768616668,133.5307853699/38.25768616668,133.5343299866/38.25768616668,133.5378746033/38.25768616668,133.54141922/38.25768616668,133.5449638367/38.25768616668,133.5485084534/38.25768616668,133.5520530701/38.25768616668,133.5555976868/38.25768616668,133.5591423035/38.25768616668,133.5626869202/38.25768616668,133.5662315369/38.25768616668,133.5697761536/38.25768616668,133.5733207703/38.25768616668,133.576865387/38.25768616668,133.5804100037/38.25768616668,133.5839546204/38.25768616668,133.5874992371/38.25768616668,133.5910438538/38.25768616668,133.5945884705/38.25768616668,133.5981330872/38.25768616668,133.6016777039/38.25768616668,133.6052223206/38.25768616668,133.6087669373/38.25768616668,133.612311554/38.25768616668,133.6158561707/38.25768616668,133.6194007874/38.25768616668,133.6229454041/38.25768616668,133.6264900208/38.25768616668,133.6300346375/38.25768616668,133.6335792542/38.25768616668,133.6371238708/38.25768616668,133.6406684875/38.25768616668
133.4315361023/38.26012068163,133.435080719/38.26012068163,133.4386253357/38.26012068163,133.4421699524/38.26012068163,133.4457145691/38.26012068163,133.4492591858/38.26012068163,133.4528038025/38.26012068163,133.4563484192/38.26012068163,133.4598930359/38.26012068163,133.4634376526/38.26012068163,133.4669822693/38.26012068163,133.470526886/38.26012068163,133.4740715027/38.26012068163,133.4776161194/38.26012068163,133.4811607361/38.26012068163,133.4847053528/38.26012068163,133.4882499695/38.26012068163,133.4917945862/38.26012068163,133.4953392029/38.26012068163,133.4988838196/38.26012068163,133.5024284363/38.26012068163,133.505973053/38.26012068163,133.5095176697/38.26012068163,133.5130622864/38.26012068163,133.5166069031/38.26012068163,133.5201515198/38.26012068163,133.5236961365/38.26012068163,133.5272407532/38.26012068163,133.5307853699/38.26012068163,133.5343299866/38.26012068163,133.5378746033/38.26012068163,133.54141922/38.26012068163,133.5449638367/38.26012068163,133.5485084534/38.26012068163,133.5520530701/38.26012068163,133.5555976868/38.26012068163,133.5591423035/38.26012068163,133.5626869202/38.26012068163,133.5662315369/38.26012068163,133.5697761536/38.26012068163,133.5733207703/38.26012068163,133.576865387/38.26012068163,133.5804100037/38.26012068163,133.5839546204/38.26012068163,133.5874992371/38.26012068163,133.5910438538/38.26012068163,133.5945884705/38.26012068163,133.5981330872/38.26012068163,133.6016777039/38.26012068163,133.6052223206/38.26012068163,133.6087669373/38.26012068163,133.612311554/38.26012068163,133.6158561707/38.26012068163,133.6194007874/38.26012068163,133.6229454041/38.26012068163,133.6264900208/38.26012068163,133.6300346375/38.26012068163,133.6335792542/38.26012068163,133.6371238708/38.26012068163,133.6406684875/38.26012068163
133.4315361023/38.262555115,133.435080719/38.262555115,133.4386253357/38.262555115,133.4421699524/38.262555115,133.4457145691/38.262555115,133.4492591858/38.262555115,133.4528038025/38.262555115,133.4563484192/38.262555115,133.4598930359/38.262555115,133.4634376526/38.262555115,133.4669822693/38.262555115,133.470526886/38.262555115,133.4740715027/38.262555115,133.4776161194/38.262555115,133.4811607361/38.262555115,133.4847053528/38.262555115,133.4882499695/38.262555115,133.4917945862/38.262555115,133.4953392029/38.262555115,133.4988838196/38.262555115,133.5024284363/38.262555115,133.505973053/38.262555115,133.5095176697/38.262555115,133.5130622864/38.262555115,133.5166069031/38.262555115,133.5201515198/38.262555115,133.5236961365/38.262555115,133.5272407532/38.262555115,133.5307853699/38.262555115,133.5343299866/38.262555115,133.5378746033/38.262555115,133.54141922/38.262555115,133.5449638367/38.262555115,133.5485084534/38.262555115,133.5520530701/38.262555115,133.5555976868/38.262555115,133.5591423035/38.262555115,133.5626869202/38.262555115,133.5662315369/38.262555115,133.5697761536/38.262555115,133.5733207703/38.262555115,133.576865387/38.262555115,133.5804100037/38.262555115,133.5839546204/38.262555115,133.5874992371/38.262555115,133.5910438538/38.262555115,133.5945884705/38.262555115,133.5981330872/38.262555115,133.6016777039/38.262555115,133.6052223206/38.262555115,133.6087669373/38.262555115,133.612311554/38.262555115,133.6158561707/38.262555115,133.6194007874/38.262555115,133.6229454041/38.262555115,133.6264900208/38.262555115,133.6300346375/38.262555115,133.6335792542/38.262555115,133.6371238708/38.262555115,133.6406684875/38.262555115
133.4315361023/38.2649894668,133.435080719/38.2649894668,133.4386253357/38.2649894668,133.4421699524/38.2649894668,133.4457145691/38.2649894668,133.4492591858/38.2649894668,133.4528038025/38.2649894668,133.4563484192/38.2649894668,133.4598930359/38.2649894668,133.4634376526/38.2649894668,133.4669822693/38.2649894668,133.470526886/38.2649894668,133.4740715027/38.2649894668,133.4776161194/38.2649894668,133.4811607361/38.2649894668,133.4847053528/38.2649894668,133.4882499695/38.2649894668,133.4917945862/38.2649894668,133.4953392029/38.2649894668,133.4988838196/38.2649894668,133.5024284363/38.2649894668,133.505973053/38.2649894668,133.5095176697/38.2649894668,133.5130622864/38.2649894668,133.5166069031/38.2649894668,133.5201515198/38.2649894668,133.5236961365/38.2649894668,133.5272407532/38.2649894668,133.5307853699/38.2649894668,133.5343299866/38.2649894668,133.5378746033/38.2649894668,133.54141922/38.2649894668,133.5449638367/38.2649894668,133.5485084534/38.2649894668,133.5520530701/38.2649894668,133.5555976868/38.2649894668,133.5591423035/38.2649894668,133.5626869202/38.2649894668,133.5662315369/38.2649894668,133.5697761536/38.2649894668,133.5733207703/38.2649894668,133.576865387/38.2649894668,133.5804100037/38.2649894668,133.5839546204/38.2649894668,133.5874992371/38.2649894668,133.5910438538/38.2649894668,133.5945884705/38.2649894668,133.5981330872/38.2649894668,133.6016777039/38.2649894668,133.6052223206/38.2649894668,133.6087669373/38.2649894668,133.612311554/38.2649894668,133.6158561707/38.2649894668,133.6194007874/38.2649894668,133.6229454041/38.2649894668,133.6264900208/38.2649894668,133.6300346375/38.2649894668,133.6335792542/38.2649894668,133.6371238708/38.2649894668,133.6406684875/38.2649894668
133.4315361023/38.26742373702,133.435080719/38.26742373702,133.4386253357/38.26742373702,133.4421699524/38.26742373702,133.4457145691/38.26742373702,133.4492591858/38.26742373702,133.4528038025/38.26742373702,133.4563484192/38.26742373702,133.4598930359/38.26742373702,133.4634376526/38.26742373702,133.4669822693/38.26742373702,133.470526886/38.26742373702,133.4740715027/38.26742373702,133.4776161194/38.26742373702,133.4811607361/38.26742373702,133.4847053528/38.26742373702,133.4882499695/38.26742373702,133.4917945862/38.26742373702,133.4953392029/38.26742373702,133.4988838196/38.26742373702,133.5024284363/38.26742373702,133.505973053/38.26742373702,133.5095176697/38.26742373702,133.5130622864/38.26742373702,133.5166069031/38.26742373702,133.5201515198/38.26742373702,133.5236961365/38.26742373702,133.5272407532/38.26742373702,133.5307853699/38.26742373702,133.5343299866/38.26742373702,133.5378746033/38.26742373702,133.54141922/38.26742373702,133.5449638367/38.26742373702,133.5485084534/38.26742373702,133.5520530701/38.26742373702,133.5555976868/38.26742373702,133.5591423035/38.26742373702,133.5626869202/38.26742373702,133.5662315369/38.26742373702,133.5697761536/38.26742373702,133.5733207703/38.26742373702,133.576865387/38.26742373702,133.5804100037/38.26742373702,133.5839546204/38.26742373702,133.5874992371/38.26742373702,133.5910438538/38.26742373702,133.5945884705/38.26742373702,133.5981330872/38.26742373702,133.6016777039/38.26742373702,133.6052223206/38.26742373702,133.6087669373/38.26742373702,133.612311554/38.26742373702,133.6158561707/38.26742373702,133.6194007874/38.26742373702,133.6229454041/38.26742373702,133.6264900208/38.26742373702,133.6300346375/38.26742373702,133.6335792542/38.26742373702,133.6371238708/38.26742373702,133.6406684875/38.26742373702
133.4315361023/38.26985792566,133.435080719/38.26985792566,133.4386253357/38.26985792566,133.4421699524/38.26985792566,133.4457145691/38.26985792566,133.4492591858/38.26985792566,133.4528038025/38.26985792566,133.4563484192/38.26985792566,133.4598930359/38.26985792566,133.4634376526/38.26985792566,133.4669822693/38.26985792566,133.470526886/38.26985792566,133.4740715027/38.26985792566,133.4776161194/38.26985792566,133.4811607361/38.26985792566,133.4847053528/38.26985792566,133.4882499695/38.26985792566,133.4917945862/38.26985792566,133.4953392029/38.26985792566,133.4988838196/38.26985792566,133.5024284363/38.26985792566,133.505973053/38.26985792566,133.5095176697/38.26985792566,133.5130622864/38.26985792566,133.5166069031/38.26985792566,133.5201515198/38.26985792566,133.5236961365/38.26985792566,133.5272407532/38.26985792566,133.5307853699/38.26985792566,133.5343299866/38.26985792566,133.5378746033/38.26985792566,133.54141922/38.26985792566,133.5449638367/38.26985792566,133.5485084534/38.26985792566,133.5520530701/38.26985792566,133.5555976868/38.26985792566,133.5591423035/38.26985792566,133.5626869202/38.26985792566,133.5662315369/38.26985792566,133.5697761536/38.26985792566,133.5733207703/38.26985792566,133.576865387/38.26985792566,133.5804100037/38.26985792566,133.5839546204/38.26985792566,133.5874992371/38.26985792566,133.5910438538/38.26985792566,133.5945884705/38.26985792566,133.5981330872/38.26985792566,133.6016777039/38.26985792566,133.6052223206/38.26985792566,133.6087669373/38.26985792566,133.612311554/38.26985792566,133.6158561707/38.26985792566,133.6194007874/38.26985792566,133.6229454041/38.26985792566,133.6264900208/38.26985792566,133.6300346375/38.26985792566,133.6335792542/38.26985792566,133.6371238708/38.26985792566,133.6406684875/38.26985792566
133.4315361023/38.27229203272,133.435080719/38.27229203272,133.4386253357/38.27229203272,133.4421699524/38.27229203272,133.4457145691/38.27229203272,133.4492591858/38.27229203272,133.4528038025/38.27229203272,133.4563484192/38.27229203272,133.4598930359/38.27229203272,133.4634376526/38.27229203272,133.4669822693/38.27229203272,133.470526886/38.27229203272,133.4740715027/38.27229203272,133.4776161194/38.27229203272,133.4811607361/38.27229203272,133.4847053528/38.27229203272,133.4882499695/38.27229203272,133.4917945862/38.27229203272,133.4953392029/38.27229203272,133.4988838196/38.27229203272,133.5024284363/38.27229203272,133.505973053/38.27229203272,133.5095176697/38.27229203272,133.5130622864/38.27229203272,133.5166069031/38.27229203272,133.5201515198/38.27229203272,133.5236961365/38.27229203272,133.5272407532/38.27229203272,133.5307853699/38.27229203272,133.5343299866/38.27229203272,133.5378746033/38.27229203272,133.54141922/38.27229203272,133.5449638367/38.27229203272,133.5485084534/38.27229203272,133.5520530701/38.27229203272,133.5555976868/38.27229203272,133.5591423035/38.27229203272,133.5626869202/38.27229203272,133.5662315369/38.27229203272,133.5697761536/38.27229203272,133.5733207703/38.27229203272,133.576865387/38.27229203272,133.5804100037/38.27229203272,133.5839546204/38.27229203272,133.5874992371/38.27229203272,133.5910438538/38.27229203272,133.5945884705/38.27229203272,133.5981330872/38.27229203272,133.6016777039/38.27229203272,133.6052223206/38.27229203272,133.6087669373/38.27229203272,133.612311554/38.27229203272,133.6158561707/38.27229203272,133.6194007874/38.27229203272,133.6229454041/38.27229203272,133.6264900208/38.27229203272,133.6300346375/38.27229203272,133.6335792542/38.27229203272,133.6371238708/38.27229203272,133.6406684875/38.27229203272
133.4315361023/38.27472605819,133.435080719/38.27472605819,133.4386253357/38.27472605819,133.4421699524/38.27472605819,133.4457145691/38.27472605819,133.4492591858/38.27472605819,133.4528038025/38.27472605819,133.4563484192/38.27472605819,133.4598930359/38.27472605819,133.4634376526/38.27472605819,133.4669822693/38.27472605819,133.470526886/38.27472605819,133.4740715027/38.27472605819,133.4776161194/38.27472605819,133.4811607361/38.27472605819,133.4847053528/38.27472605819,133.4882499695/38.27472605819,133.4917945862/38.27472605819,133.4953392029/38.27472605819,133.4988838196/38.27472605819,133.5024284363/38.27472605819,133.505973053/38.27472605819,133.5095176697/38.27472605819,133.5130622864/38.27472605819,133.5166069031/38.27472605819,133.5201515198/38.27472605819,133.5236961365/38.27472605819,133.5272407532/38.27472605819,133.5307853699/38.27472605819,133.5343299866/38.27472605819,133.5378746033/38.27472605819,133.54141922/38.27472605819,133.5449638367/38.27472605819,133.5485084534/38.27472605819,133.5520530701/38.27472605819,133.5555976868/38.27472605819,133.5591423035/38.27472605819,133.5626869202/38.27472605819,133.5662315369/38.27472605819,133.5697761536/38.27472605819,133.5733207703/38.27472605819,133.576865387/38.27472605819,133.5804100037/38.27472605819,133.5839546204/38.27472605819,133.5874992371/38.27472605819,133.5910438538/38.27472605819,133.5945884705/38.27472605819,133.5981330872/38.27472605819,133.6016777039/38.27472605819,133.6052223206/38.27472605819,133.6087669373/38.27472605819,133.612311554/38.27472605819,133.6158561707/38.27472605819,133.6194007874/38.27472605819,133.6229454041/38.27472605819,133.6264900208/38.27472605819,133.6300346375/38.27472605819,133.6335792542/38.27472605819,133.6371238708/38.27472605819,133.6406684875/38.27472605819
133.4315361023/38.27716000208,133.435080719/38.27716000208,133.4386253357/38.27716000208,133.4421699524/38.27716000208,133.4457145691/38.27716000208,133.4492591858/38.27716000208,133.4528038025/38.27716000208,133.4563484192/38.27716000208,133.4598930359/38.27716000208,133.4634376526/38.27716000208,133.4669822693/38.27716000208,133.470526886/38.27716000208,133.4740715027/38.27716000208,133.4776161194/38.27716000208,133.4811607361/38.27716000208,133.4847053528/38.27716000208,133.4882499695/38.27716000208,133.4917945862/38.27716000208,133.4953392029/38.27716000208,133.4988838196/38.27716000208,133.5024284363/38.27716000208,133.505973053/38.27716000208,133.5095176697/38.27716000208,133.5130622864/38.27716000208,133.5166069031/38.27716000208,133.5201515198/38.27716000208,133.5236961365/38.27716000208,133.5272407532/38.27716000208,133.5307853699/38.27716000208,133.5343299866/38.27716000208,133.5378746033/38.27716000208,133.54141922/38.27716000208,133.5449638367/38.27716000208,133.5485084534/38.27716000208,133.5520530701/38.27716000208,133.5555976868/38.27716000208,133.5591423035/38.27716000208,133.5626869202/38.27716000208,133.5662315369/38.27716000208,133.5697761536/38.27716000208,133.5733207703/38.27716000208,133.576865387/38.27716000208,133.5804100037/38.27716000208,133.5839546204/38.27716000208,133.5874992371/38.27716000208,133.5910438538/38.27716000208,133.5945884705/38.27716000208,133.5981330872/38.27716000208,133.6016777039/38.27716000208,133.6052223206/38.27716000208,133.6087669373/38.27716000208,133.612311554/38.27716000208,133.6158561707/38.27716000208,133.6194007874/38.27716000208,133.6229454041/38.27716000208,133.6264900208/38.27716000208,133.6300346375/38.27716000208,133.6335792542/38.27716000208,133.6371238708/38.27716000208,133.6406684875/38.27716000208
133.4315361023/38.27959386439,133.435080719/38.27959386439,133.4386253357/38.27959386439,133.4421699524/38.27959386439,133.4457145691/38.27959386439,133.4492591858/38.27959386439,133.4528038025/38.27959386439,133.4563484192/38.27959386439,133.4598930359/38.27959386439,133.4634376526/38.27959386439,133.4669822693/38.27959386439,133.470526886/38.27959386439,133.4740715027/38.27959386439,133.4776161194/38.27959386439,133.4811607361/38.27959386439,133.4847053528/38.27959386439,133.4882499695/38.27959386439,133.4917945862/38.27959386439,133.4953392029/38.27959386439,133.4988838196/38.27959386439,133.5024284363/38.27959386439,133.505973053/38.27959386439,133.5095176697/38.27959386439,133.5130622864/38.27959386439,133.5166069031/38.27959386439,133.5201515198/38.27959386439,133.5236961365/38.27959386439,133.5272407532/38.27959386439,133.5307853699/38.27959386439,133.5343299866/38.27959386439,133.5378746033/38.27959386439,133.54141922/38.27959386439,133.5449638367/38.27959386439,133.5485084534/38.27959386439,133.5520530701/38.27959386439,133.5555976868/38.27959386439,133.5591423035/38.27959386439,133.5626869202/38.27959386439,133.5662315369/38.27959386439,133.5697761536/38.27959386439,133.5733207703/38.27959386439,133.576865387/38.27959386439,133.5804100037/38.27959386439,133.5839546204/38.27959386439,133.5874992371/38.27959386439,133.5910438538/38.27959386439,133.5945884705/38.27959386439,133.5981330872/38.27959386439,133.6016777039/38.27959386439,133.6052223206/38.27959386439,133.6087669373/38.27959386439,133.612311554/38.27959386439,133.6158561707/38.27959386439,133.6194007874/38.27959386439,133.6229454041/38.27959386439,133.6264900208/38.27959386439,133.6300346375/38.27959386439,133.6335792542/38.27959386439,133.6371238708/38.27959386439,133.6406684875/38.27959386439
133.4315361023/38.2820276451,133.435080719/38.2820276451,133.4386253357/38.2820276451,133.4421699524/38.2820276451,133.4457145691/38.2820276451,133.4492591858/38.2820276451,133.4528038025/38.2820276451,133.4563484192/38.2820276451,133.4598930359/38.2820276451,133.4634376526/38.2820276451,133.4669822693/38.2820276451,133.470526886/38.2820276451,133.4740715027/38.2820276451,133.4776161194/38.2820276451,133.4811607361/38.2820276451,133.4847053528/38.2820276451,133.4882499695/38.2820276451,133.4917945862/38.2820276451,133.4953392029/38.2820276451,133.4988838196/38.2820276451,133.5024284363/38.2820276451,133.505973053/38.2820276451,133.5095176697/38.2820276451,133.5130622864/38.2820276451,133.5166069031/38.2820276451,133.5201515198/38.2820276451,133.5236961365/38.2820276451,133.5272407532/38.2820276451,133.5307853699/38.2820276451,133.5343299866/38.2820276451,133.5378746033/38.2820276451,133.54141922/38.2820276451,133.5449638367/38.2820276451,133.5485084534/38.2820276451,133.5520530701/38.2820276451,133.5555976868/38.2820276451,133.5591423035/38.2820276451,133.5626869202/38.2820276451,133.5662315369/38.2820276451,133.5697761536/38.2820276451,133.5733207703/38.2820276451,133.576865387/38.2820276451,133.5804100037/38.2820276451,133.5839546204/38.2820276451,133.5874992371/38.2820276451,133.5910438538/38.2820276451,133.5945884705/38.2820276451,133.5981330872/38.2820276451,133.6016777039/38.2820276451,133.6052223206/38.2820276451,133.6087669373/38.2820276451,133.612311554/38.2820276451,133.6158561707/38.2820276451,133.6194007874/38.2820276451,133.6229454041/38.2820276451,133.6264900208/38.2820276451,133.6300346375/38.2820276451,133.6335792542/38.2820276451,133.6371238708/38.2820276451,133.6406684875/38.2820276451
133.4315361023/38.28446134423,133.435080719/38.28446134423,133.4386253357/38.28446134423,133.4421699524/38.28446134423,133.4457145691/38.28446134423,133.4492591858/38.28446134423,133.4528038025/38.28446134423,133.4563484192/38.28446134423,133.4598930359/38.28446134423,133.4634376526/38.28446134423,133.4669822693/38.28446134423,133.470526886/38.28446134423,133.4740715027/38.28446134423,133.4776161194/38.28446134423,133.4811607361/38.28446134423,133.4847053528/38.28446134423,133.4882499695/38.28446134423,133.4917945862/38.28446134423,133.4953392029/38.28446134423,133.4988838196/38.28446134423,133.5024284363/38.28446134423,133.505973053/38.28446134423,133.5095176697/38.28446134423,133.5130622864/38.28446134423,133.5166069031/38.28446134423,133.5201515198/38.28446134423,133.5236961365/38.28446134423,133.5272407532/38.28446134423,133.5307853699/38.28446134423,133.5343299866/38.28446134423,133.5378746033/38.28446134423,133.54141922/38.28446134423,133.5449638367/38.28446134423,133.5485084534/38.28446134423,133.5520530701/38.28446134423,133.5555976868/38.28446134423,133.5591423035/38.28446134423,133.5626869202/38.28446134423,133.5662315369/38.28446134423,133.5697761536/38.28446134423,133.5733207703/38.28446134423,133.576865387/38.28446134423,133.5804100037/38.28446134423,133.5839546204/38.28446134423,133.5874992371/38.28446134423,133.5910438538/38.28446134423,133.5945884705/38.28446134423,133.5981330872/38.28446134423,133.6016777039/38.28446134423,133.6052223206/38.28446134423,133.6087669373/38.28446134423,133.612311554/38.28446134423,133.6158561707/38.28446134423,133.6194007874/38.28446134423,133.6229454041/38.28446134423,133.6264900208/38.28446134423,133.6300346375/38.28446134423,133.6335792542/38.28446134423,133.6371238708/38.28446134423,133.6406684875/38.28446134423
133.4315361023/38.28689496176,133.435080719/38.28689496176,133.4386253357/38.28689496176,133.4421699524/38.28689496176,133.4457145691/38.28689496176,133.4492591858/38.28689496176,133.4528038025/38.28689496176,133.4563484192/38.28689496176,133.4598930359/38.28689496176,133.4634376526/38.28689496176,133.4669822693/38.28689496176,133.470526886/38.28689496176,133.4740715027/38.28689496176,133.4776161194/38.28689496176,133.4811607361/38.28689496176,133.4847053528/38.28689496176,133.4882499695/38.28689496176,133.4917945862/38.28689496176,133.4953392029/38.28689496176,133.4988838196/38.28689496176,133.5024284363/38.28689496176,133.505973053/38.28689496176,133.5095176697/38.28689496176,133.5130622864/38.28689496176,133.5166069031/38.28689496176,133.5201515198/38.28689496176,133.5236961365/38.28689496176,133.5272407532/38.28689496176,133.5307853699/38.28689496176,133.5343299866/38.28689496176,133.5378746033/38.28689496176,133.54141922/38.28689496176,133.5449638367/38.28689496176,133.5485084534/38.28689496176,133.5520530701/38.28689496176,133.5555976868/38.28689496176,133.5591423035/38.28689496176,133.5626869202/38.28689496176,133.5662315369/38.28689496176,133.5697761536/38.28689496176,133.5733207703/38.28689496176,133.576865387/38.28689496176,133.5804100037/38.28689496176,133.5839546204/38.28689496176,133.5874992371/38.28689496176,133.5910438538/38.28689496176,133.5945884705/38.28689496176,133.5981330872/38.28689496176,133.6016777039/38.28689496176,133.6052223206/38.28689496176,133.6087669373/38.28689496176,133.612311554/38.28689496176,133.6158561707/38.28689496176,133.6194007874/38.28689496176,133.6229454041/38.28689496176,133.6264900208/38.28689496176,133.6300346375/38.28689496176,133.6335792542/38.28689496176,133.6371238708/38.28689496176,133.6406684875/38.28689496176
133.4315361023/38.2893284977,133.435080719/38.2893284977,133.4386253357/38.2893284977,133.4421699524/38.2893284977,133.4457145691/38.2893284977,133.4492591858/38.2893284977,133.4528038025/38.2893284977,133.4563484192/38.2893284977,133.4598930359/38.2893284977,133.4634376526/38.2893284977,133.4669822693/38.2893284977,133.470526886/38.2893284977,133.4740715027/38.2893284977,133.4776161194/38.2893284977,133.4811607361/38.2893284977,133.4847053528/38.2893284977,133.4882499695/38.2893284977,133.4917945862/38.2893284977,133.4953392029/38.2893284977,133.4988838196/38.2893284977,133.5024284363/38.2893284977,133.505973053/38.2893284977,133.5095176697/38.2893284977,133.5130622864/38.2893284977,133.5166069031/38.2893284977,133.5201515198/38.2893284977,133.5236961365/38.2893284977,133.5272407532/38.2893284977,133.5307853699/38.2893284977,133.5343299866/38.2893284977,133.5378746033/38.2893284977,133.54141922/38.2893284977,133.5449638367/38.2893284977,133.5485084534/38.2893284977,133.5520530701/38.2893284977,133.5555976868/38.2893284977,133.5591423035/38.2893284977,133.5626869202/38.2893284977,133.5662315369/38.2893284977,133.5697761536/38.2893284977,133.5733207703/38.2893284977,133.576865387/38.2893284977,133.5804100037/38.2893284977,133.5839546204/38.2893284977,133.5874992371/38.2893284977,133.5910438538/38.2893284977,133.5945884705/38.2893284977,133.5981330872/38.2893284977,133.6016777039/38.2893284977,133.6052223206/38.2893284977,133.6087669373/38.2893284977,133.612311554/38.2893284977,133.6158561707/38.2893284977,133.6194007874/38.2893284977,133.6229454041/38.2893284977,133.6264900208/38.2893284977,133.6300346375/38.2893284977,133.6335792542/38.2893284977,133.6371238708/38.2893284977,133.6406684875/38.2893284977
133.4315361023/38.29176195204,133.435080719/38.29176195204,133.4386253357/38.29176195204,133.4421699524/38.29176195204,133.4457145691/38.29176195204,133.4492591858/38.29176195204,133.4528038025/38.29176195204,133.4563484192/38.29176195204,133.4598930359/38.29176195204,133.4634376526/38.29176195204,133.4669822693/38.29176195204,133.470526886/38.29176195204,133.4740715027/38.29176195204,133.4776161194/38.29176195204,133.4811607361/38.29176195204,133.4847053528/38.29176195204,133.4882499695/38.29176195204,133.4917945862/38.29176195204,133.4953392029/38.29176195204,133.4988838196/38.29176195204,133.5024284363/38.29176195204,133.505973053/38.29176195204,133.5095176697/38.29176195204,133.5130622864/38.29176195204,133.5166069031/38.29176195204,133.5201515198/38.29176195204,133.5236961365/38.29176195204,133.5272407532/38.29176195204,133.5307853699/38.29176195204,133.5343299866/38.29176195204,133.5378746033/38.29176195204,133.54141922/38.29176195204,133.5449638367/38.29176195204,133.5485084534/38.29176195204,133.5520530701/38.29176195204,133.5555976868/38.29176195204,133.5591423035/38.29176195204,133.5626869202/38.29176195204,133.5662315369/38.29176195204,133.5697761536/38.29176195204,133.5733207703/38.29176195204,133.576865387/38.29176195204,133.5804100037/38.29176195204,133.5839546204/38.29176195204,133.5874992371/38.29176195204,133.5910438538/38.29176195204,133.5945884705/38.29176195204,133.5981330872/38.29176195204,133.6016777039/38.29176195204,133.6052223206/38.29176195204,133.6087669373/38.29176195204,133.612311554/38.29176195204,133.6158561707/38.29176195204,133.6194007874/38.29176195204,133.6229454041/38.29176195204,133.6264900208/38.29176195204,133.6300346375/38.29176195204,133.6335792542/38.29176195204,133.6371238708/38.29176195204,133.6406684875/38.29176195204
